เงินทุนรวม,ประกอบกิจการ,อำเภอ,ถนน,ซอย,FID,คนงาน,ลำดับ,ไปรษณีย์,จังหวัด,หมู่,เลขที่,แรงม้า,โทรศัพท์,ตำบล,ผู้ประกอบการ,_id,เลขทะเบียนเดิม,ชื่อโรงงาน
115000000,บำบัดน้ำเสียรวม 4200 ลูกบาศก์เมตรต่อวัน,บางเสาธง,,,91590000425595,15,272,10310,สมุทรปราการ,15,เลขที่ 55/99,300,,บางเสาธง,บริษัท ชัยนันท์-บางพลี พาร์คแลนด์ จำกัด,272,ข3-101-4/59สป,บริษัท ชัยนันท์-บางพลี พาร์คแลนด์ จำกัด
11193400,คัดแยกสายไฟ สายเคเบิ้ล ลวดทองแดง ลวดเงิน อลูมิเนียม โลหะทุกชนิด และพลาสติก,บางเสาธง,,,91590004725602,8,273,10570,สมุทรปราการ,15,เลขที่ 88/5,6.66,21825399,บางเสาธง,บริษัท จีแอนด์ไอ (ไทยแลนด์) จำกัด,273,ข3-105-47/60สป,บริษัท จีแอนด์ไอ (ไทยแลนด์) จำกัด
1388000,บดย่อย ชิ้นส่วนอิเล็กทรอนิกส์ แผงวงจรอิเล็กทรอนิกส์ อุปกรณ์ไฟฟ้า ตะกรันโลหะผสม (Solder Dross) และคัดแยกของเสียไม่อันตราย,บางเสาธง,,,91590001025600,15,274,10570,สมุทรปราการ,15,เลขที่ 88/93,165,,บางเสาธง,บริษัท อีโค อินดัสเตรียล แอนด์ เอ็กซ์พอร์ต จำกัด,274,ข3-106-10/60สป,บริษัท อีโค อินดัสเตรียล แอนด์ เอ็กซ์พอร์ต จำกัด
8000000,รีไซเคิลจอมอนิเตอร์ แบบ LCD (Liquid Crystal Display) และบดย่อยชิ้นส่วนอุปกรณ์ไฟฟ้าและอิเล็กทรอนิกส์,บางเสาธง,,,91590003725587,60,275,10520,สมุทรปราการ,15,เลขที่ 88/107-9,180.15,,บางเสาธง,บริษัท เอส.เอส.อิมปอร์ต เอ็กปอร์ต อินเตอร์เนชั่นแนล จำกัด,275,ข3-106-37/58สป,บริษัท เอส.เอส.อิมปอร์ต เอ็กปอร์ต อินเตอร์เนชั่นแนล จำกัด
20000000,คัดแยกและบดย่อยสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่เป็นของเสียอันตราย เช่น สายไฟทองแดง สายเคเบิ้ล สายเคเบิ้ลใต้น้ำ โลหะทองแดง เงิน อลูมิเนียม,บางเสาธง,,,91590037525623,63,276,10570,สมุทรปราการ,15,เลขที่ 88/86,920.15,,บางเสาธง,บริษัท พีจีไอ เมททอลส์อินดัสตรี้ (ประเทศไทย) จำกัด,276,ข3-106-5/62สป,บริษัท พีจีไอ เมทอลส์อินดัสตรี้ (ประเทศไทย) จำกัด
13500000,คัดแยกวัสดุไม่ใช้แล้วที่ไม่เป็นของเสียอันตรายและทำเม็ดพลาสติก,บางพลี,เทพารักษ์,ที่ดินไทย,20110701125513,13,277,10540,สมุทรปราการ,21,เลขที่ 169,423.8,02 173 4416-8,บางพลีใหญ่,บริษัท เมกา รีซอร์สเซส จำกัด,277,จ3-105-11/51สป,บริษัท เมกา รีซอร์สเซส จำกัด
1615000,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย,บางบ่อ,บางนา-ตราด,วัดเกาะแก้ว,20110011125500,9,278,10560,สมุทรปราการ,6,เลขที่ 89,3,,บางพลีน้อย,ห้างหุ้นส่วนจำกัด เอ็ม เอ็น ที รีไซเคิล,278,จ3-105-111/50สป,ห้างหุ้นส่วนจำกัด เอ็ม เอ็น ที รีไซเคิล
28000000,คัดแยกสิ่งปฏิกูลที่ไม่ใช้แล้ว ไม่เป็นอันตรายตามประกาศกระทรวง พ.ศ.2548 และเม็ดพลาสติก,เมืองสมุทรปราการ,-,-,20110012025527,9,279,10280,สมุทรปราการ,5,เลขที่ 164/1,324,,ท้ายบ้านใหม่,บริษัท ณ.นาม รีไซเคิล จำกัด,279,จ3-105-120/52สป,บริษัท ณ.นาม รีไซเคิล จำกัด
7300000,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,บางพลี,ธนสิทธิ์,รัตนโชค 12,20110012425503,15,280,10540,สมุทรปราการ,3,เลขที่ -,67,,บางปลา,นางสุดารัตน์ คอร์มิง,280,จ3-105-124/50สป,
9500000,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย และบดย่อยพลาสติก,พระประแดง,สุขสวัสดิ์,สุขสวัสดิ์ 70,20110013025518,11,281,10130,สมุทรปราการ,3,เลขที่ 57/35,93,,บางครุ,นายวิโรจน์ ฤกษ์เจริญชัย,281,จ3-105-130/51สป,จิราพร พลาสติก
