ตำบล,ประกอบกิจการ,คนงานรวม,ถนน,เลขที่,คนงานชาย,จังหวัด,โทรศัพท์,หมู่,ผู้ประกอบการ,GPSlat,ซอย,ชื่อโรงงาน,ไปรษณีย์,คนงานหญิง,_id,อำเภอ,GPSlong,เงินทุนรวม
กระทุ่มล้ม,ผลิตท่อพลาสติกและวงกบ บานประตูหน้าต่าง จากพลาสติก ฝักบัวอาบน้ำ ก๊อกน้ำสำหรับเครื่องสุขภัณฑ์,35,พุทธมณฑลสาย 4,เลขที่ 68,20,นครปฐม,,5,บริษัท นาป้า จำกัด,13.72128333,,บริษัท นาป้า จำกัด,73220,15,407,สามพราน,100.3286,11600000
อ้อมใหญ่,ผลิตภัณฑ์เคลือบพลาสติก เช่น ตะกร้า,179,เพชรเกษม,เลขที่ 23,87,นครปฐม,,8,บริษัท ท็อปเปอร์อินดัสเตรียล จำกัด,13.70298333,,บริษัท ท็อปเปอร์อินดัสเตรียล จำกัด,73160,92,408,สามพราน,100.2854167,7000000
ห้วยขวาง,ทำเม็ดพลาสติกจากเศษพลาสติกเก่า,13,มาลัยแมน,เลขที่ 26,3,นครปฐม,,14,นายประวิทย์ ติระธีระวงศ์,13.91638333,ทางเข้าวัดลาดหญ้าไทร,,73140,10,409,กำแพงแสน,100.0090333,900000
กระทุ่มล้ม,"ผลิตภัณฑ์พลาสติก เช่น เม็ดพลาสติก, ผลิตไม้สังเคราะห์จากพลาสติก",42,พุทธมณฑลสาย 4,เลขที่ 97,42,นครปฐม,02-814-4460-65,2,บริษัท เบสท์ โพลิเมอร์ อินเตอร์เนชั่นแนล จำกัด,13.73831667,-,บริษัท เบสท์ โพลิเมอร์ อินเตอร์เนชั่นแนล จำกัด,73220,0,410,สามพราน,100.3203,170350713
ไร่ขิง,ทำเม็ดพลาสติกจากเศษพลาสติกเก่า,13,เพชรเกษม,เลขที่ 42/215,11,นครปฐม,,5,บริษัท พลอยเจริญพลาสติก จำกัด,13.71971667,ศรีเสถียร,บริษัท พลอยเจริญพลาสติก จำกัด,73210,2,411,สามพราน,100.2722167,5600000
ดอนพุทรา,ผลิตเม็ดพลาสติก,40,,"เลขที่ โฉนดที่ดินเลขที่ 14825 , 14832 , 16627 , 16628 , 16629 , 16630 , 16647 ",40,นครปฐม,034-296400,5,บริษัท ไทวิศว์ คอร์ปอเรชั่น จำกัด,,,บริษัท ไทวิศว์ คอร์ปอเรชั่น จำกัด,73150,0,412,ดอนตูม,,42000000
มหาสวัสดิ์,ผลิตเม็ดพลาสติกจากพลาสติกเก่า,35,มหาสวัสดิ์-คลองโยง,เลขที่ -,30,นครปฐม,034-209647,4,บริษัท เอไอเอส พลาสแมทช์ จำกัด,,-,บริษัท เอไอเอส พลาสแมทช์ จำกัด,73170,5,413,พุทธมณฑล,,48000000
ไร่ขิง,รีดแผ่นพลาสติก,49,-,เลขที่ 86/39,40,นครปฐม,02-8102533,9,บริษัท รอยซ์ ยูนิเวอร์แซล จำกัด,13.72163333,-,บริษัท รอยซ์ ยูนิเวอร์แซล จำกัด,73210,9,414,สามพราน,100.2959333,260000000
ไร่ขิง,ทำเม็ดพลาสติก,137,-,เลขที่ 103,112,นครปฐม,0-2418-8016,13,บริษัท คอนเน็คท์ ทรีเทค จำกัด,13.74088333,-,บริษัท คอนเน็คท์ ทรีเทค จำกัด,73210,25,415,สามพราน,100.2741833,139200000
หอมเกร็ด,ผลิตพลาสติกเป็นท่อและรูปทรงต่าง ๆ,61,พุทธมณฑลสาย 7,เลขที่ 889/9,57,นครปฐม,081-9022551,4,บริษัท ไทยชินมิน จำกัด,13.77180636,,บริษัท ไทยชินมิน จำกัด,73110,4,416,สามพราน,100.2269307,146100000
อ้อมใหญ่,เกี่ยวกับผลิตภัณฑ์พลาสติกอย่างใดอย่างหนึ่งหรือหลายอย่าง การทำพลาสติกเป็นรูปทรงต่าง ๆ การทำชิ้นส่วนหรืออุปกรณ์สำหรับรถจักรยานยนต์ จักรยานสามล้อ-สองล้อ จากพลาสติก,125,-,เลขที่ 30,55,นครปฐม,0-2805-8951-60,1,บริษัท เมจิกไซเคิ้ล อินดัสเตรียล จำกัด,13.69441667,-,บริษัท เมจิกไซเคิ้ล อินดัสเตรียล จำกัด,73160,70,417,สามพราน,100.26325,183970679
ดอนตูม,ทำเม็ดพลาสติก,23,,เลขที่ 90,17,นครปฐม,,2,บริษัท เอเชีย บราเทอร์ เทคโนโลยี จำกัด,,,บริษัท เอเชีย บราเทอร์ เทคโนโลยี จำกัด,73130,6,418,บางเลน,,25000000
กระทุ่มล้ม,ทำแบคกาไลท์ และพีโนลิคเรซิน,35,เพชรเกษม,เลขที่ 49,24,นครปฐม,4201595,5,บริษัท สหไทยเคมีภัณฑ์อุตสาหกรรม จำกัด,13.7259,พุทธมณฑล 4,บริษัท สหไทยเคมีภัณฑ์อุตสาหกรรม จำกัด,73220,11,419,สามพราน,100.3344,12300000
ขุนแก้ว,ทำรองเท้าพลาสติก,16,,เลขที่ 33/4,5,นครปฐม,,2,นายเกษม กิตติวัชระชัย,13.78116667,,,73120,11,420,นครชัยศรี,100.2176167,3500000
ลำพยา,ทำพื้นรองเท้า (พี.วี.ซี.),79,เหนือวัง,เลขที่ 15,45,นครปฐม,0 3421 8327-9,-,บริษัท ธนภิญโญ อินเตอร์ จำกัด,13.82333333,-,บริษัท ธนภิญโญ อินเตอร์ จำกัด,73000,34,421,เมืองนครปฐม,100.0330667,7540000
อ้อมใหญ่,ทำรองเท้าแตะฟองน้ำ,40,เพชรเกษม,เลขที่ 165/1,25,นครปฐม, ,8,บริษัท เอ วี อุตสาหกรรมยาง จำกัด,13.70306667,,บริษัท เอ วี อุตสาหกรรมยาง จำกัด,73160,15,422,สามพราน,100.2735833,1000000
อ้อมใหญ่,ผลิตหนังเทียม,47,เพชรเกษม,เลขที่ 27/15,24,นครปฐม,4202595,8,บริษัท โพลีเมอร์แมนนูแฟคเจอร์ จำกัด,13.70323333,หมู่บ้านสามพราน,บริษัท โพลีเมอร์แมนนูแฟคเจอร์ จำกัด,73160,23,423,สามพราน,100.2795,40000000
กระทุ่มล้ม,ผลิตแผ่นอะคริลิค และสารประสานแผ่นอะคริลิค,232,พุทธมณฑลสาย 4,เลขที่ 61,169,นครปฐม,,9,บริษัท ไทยโพลีอะคริลิค จำกัด (มหาชน),13.75111667,,บริษัท ไทยโพลีอะคริลิค จำกัด (มหาชน),73220,63,424,สามพราน,100.3289167,31500000
