ถนน,เลขที่,ซอย,แรงม้า,เงินทุนรวม,_id,คนงาน,เลขทะเบียนโรงงาน,ลำดับ,ชื่อโรงงาน,ประกอบกิจการ,โทรศัพท์,ไปรษณีย์,ตำบล,อำเภอ,จังหวัด,หมู่
,เลขที่ 104/9,,72.5,3970000,606,4,3-105-76/60อย,607,บริษัท ทับหิรัญ โลหะการ จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,13170,ชะแมบ,วังน้อย,พระนครศรีอยุธยา,4
-,เลขที่ 53/1,-,0,1000000,607,5,3-105-79/47อย,608,บริษัท สมบุญโชคนำชัย จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วตามที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541),891227778,13180,เชียงรากน้อย,บางปะอิน,พระนครศรีอยุธยา,4
เลียบคลองชลประทาน,เลขที่ 17,-,0,3300000,608,12,3-105-8/55อย,609,บริษัท ทรัพย์เย็นรุ่งเรือง จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,086-8211325,13210,หนองน้ำส้ม,อุทัย,พระนครศรีอยุธยา,2
 -,เลขที่ 89/4/, -,0,11000000,609,8,3-105-81/50อย,610,บริษัท ปู่ประทานพร จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นของเสียอันตราย เช่น พลาสติก โลหะทุกชนิด ไม้ กระดาษ จากโรงงาน,,13180,เชียงรากน้อย,บางปะอิน,พระนครศรีอยุธยา,8
 -,เลขที่ 175, -,90,5000000,610,12,3-105-85/49อย,611,โฮม พลาสติก,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย บดย่อยพลาสติก อัดกระดาษ และอัดเศษโลหะ,081-9150717,13170,พยอม,วังน้อย,พระนครศรีอยุธยา,4
พหลโยธิน,เลขที่ 8,-,163,43000000,611,25,3-105-9/47อย,612,บริษัท แก้วกรุงไทย จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,035-287101-5,13170,ลำไทร,วังน้อย,พระนครศรีอยุธยา,2
-,เลขที่ 31,-,90,7500000,612,10,3-105-90/47อย,613,บริษัท ท.ไทยรัก จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตรายเฉพาะหมวด 1 ข้อ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1(พ.ศ.2541),,13220,พุทเลา,บางปะหัน,พระนครศรีอยุธยา,7
-,เลขที่ 8/8,-,950,219000000,613,15,3-105-91/47อย,614,บริษัท พงษ์ศักดิ์ไชยท่าลาน จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วจากโรงงานอุตสาหกรรม,-,13160,บ้านโพ,บางปะอิน,พระนครศรีอยุธยา,1
,เลขที่ 108,,126,10000000,614,27,3-105-91/59อย,615,บริษัท โอโซน รีไซเคิล จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,13160,สามเรือน,บางปะอิน,พระนครศรีอยุธยา,3
,เลขที่ โฉนดที่ดินเลขที่ 11948,,59,1900000,615,7,3-105-94/59อย,616,บริษัท เอฟทีเอ (ประเทศไทย) จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,089-0794471,13160,บางปะหัน,บางปะหัน,พระนครศรีอยุธยา,3
,เลขที่ 49,,647,173600000,616,34,3-105-96/61อย,617,บริษัท อยุธยาพลังงานสะอาด จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,0 3590 2251-4,13150,กะทุ่ม,มหาราช,พระนครศรีอยุธยา,2
 -,เลขที่ 13/2, -,4,11500000,617,9,3-105-97/48อย,618,บริษัท เอ็น แอนด์ เอ็น เปเปอร์ จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว เฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรมฉบับที่ 1 (พ.ศ.2541)และอัดกระดาษ,,13180,เชียงรากน้อย,บางปะอิน,พระนครศรีอยุธยา,1
พหลโยธิน,เลขที่ 66,-,48.47,15000000,618,20,3-105-99/47อย,619,บริษัท อาร์.ที.ดี.อินเตอร์ กรุ๊ป จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัดสุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) บดย่อยพลาสติก ดัดแปลง ซ่อม ประกอบคอมพิวเตอร์ เครื่องใช้ไฟฟ้าและอุปกรณ์อิเลคทรอนิกส์,095-5366364,13180,เชียงรากน้อย,บางปะอิน,พระนครศรีอยุธยา,8
พหลโยธิน,เลขที่  -, -,61.6,1800000,619,12,3-106-10/49อย,620,บริษัท สามดี รีไซเคิล จำกัด,ปรับปรุงคุณภาพน้ำมันหล่อลื่นใช้แล้ว ตัวทำละลาย เคมีภัณฑ์ที่ใช้แล้ว เพื่อนำกลับมาใช้ประโยชน์ใหม่ ซ่อมและล้างถังบรรจุด้วยตัวทำละลาย ซ่อมแซม ดัดแปลง ปรับปรุงเครื่องใช้ไฟฟ้าและอุปกรณ์อิเล็กทรอนิกส์ นำเศษผ้าปนเปื้อน กากตะกอนน้ำมัน ดินปนเปลื้อน น้ำมันมาทำเชื้อเพลิงผสม (Blending),,13170,ชะแมบ,วังน้อย,พระนครศรีอยุธยา,3
