ถนน,เลขที่,ซอย,แรงม้า,เงินทุนรวม,_id,เลขทะเบียนเดิม,ลำดับ,ชื่อโรงงาน,โทรศัพท์,ประกอบกิจการ,คนงาน,ไปรษณีย์,ตำบล,อำเภอ,จังหวัด,หมู่
ตลิ่งชัน-สุพรรณบุรี,เลขที่ 27/6,โรงเรียนแสงประทีป,1198,70000000,330,3-105-60/47นบ,330,บริษัท ลูกอัด และเศษเหล็กไทย จำกัด,0 2925 5794,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย ตามประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) เช่น กระดาษ พลาสติก และโลหะต่าง ๆ,40,11110,ละหาร,บางบัวทอง,นนทบุรี,9
-,เลขที่ 56/17,-,5,840000,331,3-105-62/47นบ,331,นายเฉลียว เนตรขำ,,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชี,10,11120,คลองพระอุดม,ปากเกร็ด,นนทบุรี,3
สามัคคี,เลขที่ 10,สามัคคี 7,0,1200000,332,3-105-69/47นบ,332,ห้างหุ้นส่วนจำกัด ดวงพร รีไซเคิล,0 2952 4939,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรมฉบับที่ 1 (พ.ศ.2541),9,11000,ท่าทราย,เมืองนนทบุรี,นนทบุรี,
บางบัวทอง-สุพรรณบุรี,เลขที่ 94/8,-,133,1000000,333,3-105-73/53นบ,333,ทรัพย์เจริญเซียงกง,02 9833600-1,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย เช่น ทองเหลือง ทองแดง เหล็ก อลูมิเนียม เศษกระดาษ เศษพลาสติก อัดเศษกระดาษ อัดโลหะ,10,11110,ละหาร,บางบัวทอง,นนทบุรี,7
ไทรน้อย-ลาดบัวหลวง,เลขที่ 48/3,กร่างทอง,146,7000000,334,3-105-78/53นบ,334,บริษัท โลหะไทยสยาม จำกัด,02 5989275,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,9,11150,ราษฎร์นิยม,ไทรน้อย,นนทบุรี,1
,เลขที่ โฉนดที่ดินเลขที่ 5176,,345,17000000,335,3-106-104/60นบ,335,บริษัท ไทย เวสท์ แมเนจเม้นท์ จำกัด,,บดย่อยชิ้นส่วนอิเล็กทรอนิกส์ใช้แล้วและเครื่องใช้ไฟฟ้า บดย่อยเศษตะกรันโลหะ เก็บรวบรวมแบตเตอรี่ใช้แล้วโดยไม่มีการแปรสภาพ สกัดโลหะมีค่าจากกากตะกอนระบบบำบัดน้ำเสียที่มีโลหะมีค่า นำน้ำมันหล่อลี่นที่ใช้แล้วหรือสารทำละลายที่ใช้แล้วผ่านกรรมวิธีทางอุตสาหกรรม มาทำเชื้อเพลิงทดแทน และผลิตเชื้อเพลิงผสม,15,11130,คลองขวาง,ไทรน้อย,นนทบุรี,8
บางเลน-ลาดหลุมแก้ว,เลขที่ 10/2,วัดสโมสร,33,0,336,3-106-11/48นบ,336,บริษัท อีสเทิร์น รีไซเคิล แอนด์ เซอร์วิส จำกัด,089-1289404,รีไซเคิลถัง เศษผ้า ถุงมือ เศษยางรถยนต์ นำน้ำมันหล่อลื่นใช้แล้วมาทำน้ำมันหยอดทิ้ง น้ำมันทาไม้แบบ และทำอิฐประสาน อิฐปูพื้น อิฐบล็อคจากวัสดุที่ไม่ใช้แล้ว,3,11150,ไทรใหญ่,ไทรน้อย,นนทบุรี,10
ไทรน้อย-บางเลน,เลขที่ 48,,1696.98,55000000,337,3-106-21/56นบ,337,บริษัท เอ็นเนอร์ยี โซลูชั่น แอนด์ เทรดดิ้ง จำกัด,29735188,ผลิตน้ำมันสังเคราะห์ (เชื้อเพลิงทดแทน) จากพลาสติกที่ใช้แล้วด้วยกระบวนการ Pyrolysis,25,11150,คลองขวาง,ไทรน้อย,นนทบุรี,2
ติวานนท์,เลขที่ 69/149,พระแม่การุณย์,150,18500000,338,จ3-105-184/50นบ,338,บริษัท พี.พี.พี.รีไซเคิล จำกัด,02 5822645-7,"คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย เช่น กระดาษ,พลาสติก,โลหะทุกชนิด,แก้ว,ไม้",37,11120,บ้านใหม่,ปากเกร็ด,นนทบุรี,1
บางใหญ่-บางคูรัด,เลขที่ 13/2,-,429.35,29000000,339,จ3-105-32/51นบ,339,บริษัท รุ่งแสงไทย รีไซเคิล จำกัด,0 27504 4461-2,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นอันตราย บดพลาสติก อัดเศษกระดาษและโลหะ,11,11140,บางม่วง,บางใหญ่,นนทบุรี,14
,เลขที่ 25,กรุงนนท์ 12 แยก 1,152,6000000,340,จ3-105-63/50นบ,340,บริษัท ชั่งเซ้งจั่น จำกัด,,คัดแยกสิ่งปฏิกูล หรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,9,11000,บางเขน,เมืองนนทบุรี,นนทบุรี,
ทางหลวงหมายเลข 345,เลขที่ 12/6,วัดสะพานสูง,146,36000000,341,จ3-105-71/51นบ,341,สมเกียรติ,035 218977-8,คัดแยกเศษวัสดุไม่ใช้แล้วที่ไม่เป็นอันตราย เช่น เศษโลหะและกระดาษ,9,11120,คลองข่อย,ปากเกร็ด,นนทบุรี,2
