ไปรษณีย์,ประกอบกิจการ,TSIC,ลำดับ,เงินทุนรวม,เลขที่,อำเภอ,คนงานรวม,FID,หมู่,โทรศัพท์,คนงานชาย,ซอย,แรงม้า,GPS_lat,ถนน,ตำบล,คนงานหญิง,GPS_lng,ชื่อโรงงาน,สิ้นอายุ,factype,อนุญาต,_id,เลขทะเบียนเดิม,จังหวัด
,ทำผลิตภัณฑ์เครื่องมือ เครื่องใช้ และบรรจุภัณฑ์ตางๆ จากพลาสติก เช่น ถาดพลาสติกบรรจุภัณฑ์,106000000000,165,,เลขที่ 54/13,บางใหญ่,70000000,-10120184425647-,9,,0,กันตนา,50,24/02/1478,บางใหญ่-บางคูลัด,บางม่วง,154000000,10/05/1478,บริษัท ซี.ซี.เอส.แพ็คเกจจิ้ง จำกัด,1,,1574,165,3-53(1)-11/64นบ,นนทบุรี
11150,"ผลิตเครื่องมือ, เครื่องใช้, เครื่องเรือน, เครื่องประดับ และภาชนะบรรจุ จากพลาสติก",22210,166,130440000,เลขที่ 49/5,ไทรน้อย,50,-10120196725646-,4,948122525,25,,2051,14.111625,,ไทรใหญ่,25,100.309816,บริษัท เอฟพี อินดัสตรี้ จำกัด ,,3,02/03/1478,166,3-53(1)-15/64นบ,นนทบุรี
11150,ทำผลิตภัณฑ์จากพลาสติก เช่น ชิ้นส่วนพลาสติกเครื่องมือเครื่องใช้และภาชนะบรรจุประเภท ขวด แกลลอน กระปุก,22210,167,120000000,เลขที่ ,ไทรน้อย,52,-10120003725565-,5,,25,,1938.59,100.320333,บ้านกล้วย-ไทรน้อย,ไทรน้อย,27,,บริษัท ภาชนะไทย จำกัด,13.971691,3,29/08/1470,167,3-53(1)-37/56นบ,นนทบุรี
,ฉีดพลาสติกเป็นของใช้ในครัวเรือน,734000000000,168,,เลขที่ 32/20,บางใหญ่,20000000,-10120004825489-,6,,15000000,-,46,20/07/1462,รพช. นบ 2010,บางใหญ่,40000000,14/11/1462,บริษัท สหวัฒนาพลาสติก จำกัด,1,,7414,168,3-53(1)-48/48นบ,นนทบุรี
,ผลิตผลิตภัณฑ์พลาสติก,736000000000,169,,เลขที่ 25/13,บางใหญ่,3000000,-10120006625606-,11,,15000000,,32,27/09/1474,ตลิ่งชัน-สุพรรณบุรี,บางม่วง,17000000,,บริษัท โกลด์ พลาสติกแอนด์รับเบอร์ จำกัด,0,,3925,169,3-53(1)-66/60นบ,นนทบุรี
11150,ผลิตแผ่นกระดาษลามิเนท,22210,170,279000000,เลขที่ 88/1,ไทรน้อย,25,-10120007225604-,8,0 2044 5555,15,,1167,100.311684,ฤชุพันธ์,ราษฎร์นิยม,10,,บริษัท สยาม เปเปอร์ ลามิเนท จำกัด,14.119907,3,15/11/1474,170,3-53(1)-72/60นบ,นนทบุรี
,ทำของใช้จากพลาสติก เช่น ขวด ถัง,126000000000,171,,เลขที่ 1,เมืองนนทบุรี,500000,-10120100125222-,-,,450000,ติวานนท์ 37,66,06/09/1451,ติวานนท์,ท่าทราย,9500000,12/06/1436,บริษัท ภาชนะพลาสติก จำกัด,1,,3600,171,3-53(4)-1/22นบ,นนทบุรี
,ทำผลิตภัณฑ์พลาสติก เช่น ขวด ถัง,106000000000,172,,เลขที่ 339,เมืองนนทบุรี,3000000,-10120500125293-,,,1000000,,91,19/04/1452,นนทบุรี,ท่าทราย,23000000,07/08/1443,บริษัท คงศักดิ์พลาสติก จำกัด,1,,6112,172,3-53(4)-1/29นบ,นนทบุรี
,ทำภาชนะบรรจุจากพลาสติก เช่น ขวด,126000000000,173,,เลขที่ 30/1,บางบัวทอง,1000000,-10120100125362-,8,,3000000,,16,30/09/1450,บางบัวทอง-สุพรรณบุรี,ละหาร,6000000,18/06/1451,บริษัท ช๊อปฟอยส์ จำกัด,1,,1400,173,3-53(4)-1/36นบ,นนทบุรี
,ผลิตภาชนะบรรจุพลาสติกเช่นขวดถังแกลลอนและผลิตเครื่องใช้จากพลาสติกเช่นไม้แขวนเสื้อขันน้ำ,126000000000,174,,เลขที่ 15/18,บางบัวทอง,7100000,-10120100125412-,13,,10240000,,69,23/06/1455,บางบัวทอง-สุพรรณบุรี,บางบัวทอง,67600000,05/10/1455,บริษัท วี.พี.โอ.(1991) จำกัด,1,,12043,174,3-53(4)-1/41นบ,นนทบุรี
,"ผลิตภาชนะบรรจุจากพลาสติก เช่น ขวดพลาสติก, ผลิตฝาขวดพลาสติก, ผลิตถ้วย, แก้วน้ำ, ฝาครอบแก้ว, กล่องบรรจุอาหาร, และผลิตหลอดพลาสติก",126000000000,175,,เลขที่ 8/88,บางใหญ่,80000000,-10120075125652-,6,,89000000,-,74,29/04/1479,-,บางแม่นาง,90000000,15/08/1479,บริษัท กนิษฐาพลาสติก จำกัด,1,,14328,175,3-53(4)-11/65นบ,นนทบุรี
,ผลิตบรรจุภัณฑ์พลาสติก เครื่องมือ เครื่องใช้จากพลาสติกทุกชนิด,146000000000,176,,เลขที่ 88/6,ไทรน้อย,30000000,-10120153025667-,1,,0,,0,25/09/1480,,ราษฎร์นิยม,60000000,15/11/1480,บริษัท แม็กซิมั่ม แมชชีน จำกัด (สาขา 1),1,,3200,176,3-53(4)-30/66นบ,นนทบุรี
,ทำภาชะบรรจุพลาสติก,126000000000,177,,เลขที่ 71/1,ไทรน้อย,11000000,-10120000825574-,5,,9500000,,39,17/03/1471,ไทรน้อย-ตันเชือก,ทวีวัฒนา,40000000,28/04/1471,บริษัท บีริช เจนเนอร์เรท จำกัด,1,,7568,177,3-53(4)-8/57นบ,นนทบุรี
,ผลิตบรรจุภัณฑ์พลาสติก,106000000000,178,,เลขที่ 86,ไทรน้อย,20000000,-10120033225677-,6,,10000000,วัดราษฎร์นิยม,0,27/02/1481,บางบัวทอง-สุพรรณบุรี,ราษฎร์นิยม,16000000,26/05/1482,บริษัท เค. ขจรรัตน์ นนทบุรี จำกัด,1,,13296,178,3-53(4)-8/67นบ,นนทบุรี
,ทำขวดพลาสติกบรรจุน้ำดื่ม น้ำผลไม้ ถังน้ำดื่ม ถังสารเคมี ขวดยา ขวดน้ำมันพืช ฯลฯ,106000000000,179,,เลขที่ 8/8,บางบัวทอง,5000000,-10120400125468-,4,,15000000,ศรีคิรินทร์,44,17/06/1460,บางกรวย-ไทรน้อย,โสนลอย,2000000,21/01/1462,บริษัท ไทย เอ็น.เค พลาสติก จำกัด,1,,8742,179,3-53(5)-1/46นบ,นนทบุรี
,ผลิตแผ่นพลาสติก ฟิล์มพลาสติกและพลาสติกม้วน,126000000000,180,,เลขที่ 23/5,ไทรน้อย,5000000,-10120000325567-,11,,20000000,,5,10/01/1470,ไทรน้อย-ลาดบัวหลวง,ไทรใหญ่,10000000,16/05/1470,บริษัท แมคโครพลาส อินดัสตรี จำกัด,1,,18988,180,3-53(5)-3/56นบ,นนทบุรี
11150,ผลิตผลิตภัณฑ์จากพลาสติกและล้าง บดหรือย่อยพลาสติก,22230,181,95000000,เลขที่ 9/10,ไทรน้อย,55,-10120142225626-,10,,35,,1760,100.2873297,,ไทรใหญ่,20,,บริษัท ยูเนี่ยน พลาสติก (ไทยแลนด์) จำกัด,14.05624934,3,04/06/1476,181,3-53(5)-52/62นบ,นนทบุรี
,ผลิตกระจก เช่น กระจกเทมเปอร์,126000000000,182,,เลขที่ 6/2,ไทรน้อย,1000000,-10120000125561-,1,,10000000,วัดสโมสร,13,04/03/1470,ปทุมธานี-บางเลน,ไทรใหญ่,10000000,20/05/1470,บริษัท มือทอง 04 จำกัด,1,,12784,182,3-54-1/56นบ,นนทบุรี
,ทำผลิตภัณฑ์คอนกรีต,0,183,,เลขที่ 46/1,ปากเกร็ด,20000000,-10120200125189-,1,,7590131,,187,02/06/1450,ติวานนท์,บางพูด,161300000,08/10/1427,ฝ่ายธุรกิจขนส่งและผลิตภัณฑ์,1,,95152,183,3-58(1)-1/18นบ,นนทบุรี
,ผลิตเสาเข็มคอนกรีตและผลิตภัณฑ์คอนกรีตอื่น,106000000000,184,,เลขที่ 19,ไทรน้อย,15000000,-10120500125327-,7,,9000000,,176,16/10/1452,ลาดหลุมแก้ว-บางเลน,คลองขวาง,30000000,15/08/1446,บริษัท นิปปอน ฮูม คอนกรีต (ประเทศไทย) จำกัด,1,,71744,184,3-58(1)-1/32นบ,นนทบุรี
,ผลิตเสาเข็ม พื้นคอนกรีต และผลิตภัณฑ์จากคอนกรีต,126000000000,185,,เลขที่ 6/2,บางบัวทอง,2000000,-10120000125348-,3,,15000000,,57,20/10/1450,ตลิ่งชัน-สุพรรณบุรี,บางบัวทอง,6000000,01/03/1448,บริษัท คอนกรีต กรุ๊ฟ จำกัด,1,,16000,185,3-58(1)-1/34นบ,นนทบุรี
,ผลิตคอนกรีตผสมเสร็จ,106000000000,186,,เลขที่ 17/6,บางบัวทอง,1000000,-10120100125370-,2,,500000,,7,06/07/1451,สายบางกรวย-ไทรน้อย,โสนลอย,1800000,21/02/1450,บริษัท ชลประทานคอนกรีต จำกัด,1,,5600,186,3-58(1)-1/37นบ,นนทบุรี
,ผลิตและจำหน่ายคอนกรีตผสมเสร็จ,3100000000000,187,,เลขที่ ,เมืองนนทบุรี,5000000,-10120400125401-,2,,20000000,ท่าอิฐ,7,16/01/1454,รัตนาธิเบศร์,ไทรม้า,10000000,15/10/1456,หน่วยงานรัตนาธิเบศร์,1,,8000,187,3-58(1)-1/40นบ,นนทบุรี
,ผลิต ผลิตภัณฑ์คอนกรีต เช่น ผนังสำเร็จรูป แผ่นพื้นสำเร็จรูป ส่วนประกอบต่างๆ ของอาคาร,106000000000,188,,เลขที่ 15/5,ไทรน้อย,6000000,-10120368025643-,9,,0,,163,07/07/1478,,หนองเพรางาย,10000000,27/12/1478,บริษัท สยาม ควอลิตี้ พรี-คาสท์ จำกัด,1,,154184,188,3-58(1)-149/64นบ,นนทบุรี
11110,ผลิตคอนกรีตผสมเสร็จ,23953,189,3500000,เลขที่ 89,บางบัวทอง,3,-10120300225327-,1,36288900,3,,316.89,100.4336667,บางบัวทอง-บางกรวย,บางรักใหญ่,0,,โรงงานคอนกรีตผสมเสร็จรัตนาธิเบศร์,13.8813,3,24/10/1451,189,3-58(1)-2/32นบ,นนทบุรี
,"ทำผลิตภัณฑ์คอนกรีต เช่นเสาเข็ม พื้นคอนกรีตเสริมเหล็ก เสาเข็มคอนกรีตอัดแรงและพื้นสำเร็จรูปอัดแรงคอนกรีต , ผลิตคานสะพานคอนกรีตแบบกล่อง",126000000000,190,,เลขที่ 32/2,ไทรน้อย,7000000,-10120000225346-,3,,8500000,,29,22/12/1450,ปทุมธานี-บางเลน,ขุนศรี,10000000,05/02/1448,บริษัท ภัทร ไพล์ลิ่ง จำกัด,1,,30708,190,3-58(1)-2/34นบ,นนทบุรี
