เงินทุนรวม,ประกอบกิจการ,อำเภอ,TSIC,ถนน,GPS_lat,ซอย,FID,คนงานรวม,ลำดับ,ไปรษณีย์,จังหวัด,หมู่,เลขที่,แรงม้า,โทรศัพท์,อนุญาต,ตำบล,factype,คนงานชาย,_id,เลขทะเบียนเดิม,ชื่อโรงงาน,GPS_lng,สิ้นอายุ,คนงานหญิง
,ผลิตเครื่องใช้ในการกีฬา เช่น ลูกเทนนิส,ไทรน้อย,106000000000,บางบัวทอง-สุพรรณบุรี,03/08/1468,,-10120000525547-,30000000,254,,นนทบุรี,6,เลขที่ 19/9,122,,29832,ไทรใหญ่,,70000000,254,3-86-5/54นบ,บริษัท เอเชีย สปอร์ต จำกัด,05/06/1469,1,85000000
,ทำเครื่องประดับเทียมเช่นสร้อยเข็มกลัดหัวเข็มขัด,บางบัวทอง,126000000000,บางบัวทอง-สุพรรณบุรี,20/06/1453,,-10120200125395-,3000000,255,,นนทบุรี,7,เลขที่ 97/3,106,,16184,ละหาร,,4000000,255,3-87(3)-1/39นบ,บริษัท เช็งฮวด แมนนูแฟคเจอริ่ง จำกัด,31/03/1452,1,12000000
,โรงงานพลังงานแสงอาทิตย์ กำลังการผลิต 0.95 เมกะวัตต์,ไทรน้อย,106000000000,,29/06/1474,,-40120001025608-,10000000,256,,นนทบุรี,8,เลขที่ 20/9,2,,24000,ไทรใหญ่,โซลาเซลล์,0,256,3-88(1)-10/60นบ,บริษัท ซีอาร์ โซล่าร์ จำกัด,25/08/1474,1,53500000
,"ผลิตพลังงานไฟฟ้าจากพลังงานแสงอาทิตย์ (แบบติดตั้งบนพื้นดินของบริษัท) ขนาดกำลังการผลิต 1,195.56 kWp",ไทรน้อย,106000000000,บางบัวทอง-สุพรรณบุรี,18/04/1479,,-40120065325654-,30000000,257,,นนทบุรี,2,เลขที่ 111,1,,21600,ไทรใหญ่,,50000000,257,3-88(1)-10/65นบ,บริษัท บีแอลอี 101 (ประเทศไทย) จำกัด (ติดตั้งบนพื้นดินของบริษัท ไทยเอเชีย แปซิฟิค บริวเวอรี่ จำกัด),02/06/1479,1,20000000
,ผลิตพลังงานไฟฟ้าจากเซลล์แสงอาทิตย์ กำลังการผลิต 1.09 เมกะวัตต์,ไทรน้อย,866000000000,,22/12/1473,,-40120012625594-,5000000,258,,นนทบุรี,8,เลขที่ ,12,,28284,หนองเพรางาย,โซลาเซลล์,100000,258,3-88(1)-126/59นบ,บริษัท พัฒนธุรกิจ จำกัด,29/08/1474,1,50000000
,ผลิตพลังงานไฟฟ้าจากเซลล์แสงอาทิตย์ กำลังการผลิต 3.25 เมกะวัตต์,ไทรน้อย,866000000000,,22/12/1473,,-40120012725592-,5000000,259,,นนทบุรี,8,เลขที่ ,12,,12711,หนองเพรางาย,โซลาเซลล์,0,259,3-88(1)-127/59นบ,บริษัท พัฒนธุรกิจ จำกัด,29/08/1474,1,50000000
,ผลิตพลังงานไฟฟ้าจากพลังงานแสงอาทิตย์ กำลังการผลิต 3.55 เมกะวัตต์,บางบัวทอง,108000000000,,24/12/1473,,-40120013225592-,5000000,260,,นนทบุรี,,"เลขที่ โฉนดที่ดินเลขที่ 20956,1623,91203,91484,91485,91486,20955",3,,54376,ละหาร,โซลาเซลล์,21550000,260,3-88(1)-132/59นบ,บริษัท เอกรัฐวิศวกรรม จำกัด (มหาชน),31/01/1474,1,141482000
,ผลิตพลังงานไฟฟ้าจากพลังงานแสงอาทิตย์ กำลังการผลิต 30.16 กิโลวัตต์,เมืองนนทบุรี,994000000000,,12/11/1470,,-40120014425563-,0,261,,นนทบุรี,9,เลขที่ 69/13,1,,8008,บางกระสอ,โซลาเซลล์,0,261,3-88(1)-144/56นบ,สำนักงานเทศบาลนครนนทบุรี,09/05/1473,1,9610700
,ผลิตไฟฟ้าจากเซลล์แสงอาทิตย์ กำลังการผลิต 5 เมกกะวัตต์,ไทรน้อย,108000000000,,04/07/1475,,-40120003325618-,1000000,262,,นนทบุรี,10,เลขที่ โฉนดเลขที่ 8389,8,,80000,ไทรใหญ่,โซลาเซลล์,78700000,262,3-88(1)-33/61นบ,บริษัท บี.กริม เพาเวอร์ จำกัด (มหาชน),14/12/1475,1,109510000
,ผลิตพลังงานไฟฟ้าจากขยะมูลฝอยชุมชน ขนาดกำลังการผลิต 20 เมกะวัตต์,ไทรน้อย,106000000000,,13/12/1480,,-40120209425667-,30000000,263,,นนทบุรี,2,"เลขที่ โฉนดเลขที่ 29029,29030,29031,29032,8424,8425,8426,8427",0,,0,คลองขวาง,,50000000,263,3-88(2)-10/66นบ,โครงการผลิตพลังงานไฟฟ้าจากขยะมูลฝอย จังหวัดนนทบุรี ขององค์การบริหารส่วนจังหวัดนนทบุรี,,0,4236820000
853000000,"ผลิตและจำหน่ายกระแสไฟฟ้า (โรงไฟฟ้าพลังงานความร้อนจากเชื้อเพลิงขยะ) ขนาดกำลังผลิตไฟฟ้า 9,500 กิโลวัตต์ (9.5 เมกะวัตต์)",ไทรน้อย,35101,บางกรวย-ไทรน้อย,14.00653497,,-40120001325594-,32,264,10500,นนทบุรี,2,เลขที่ 99,51736.5,,08/04/1473,คลองขวาง,3,30,264,3-88(2)-13/59นบ,บริษัท สยาม พาวเวอร์ จำกัด,100.3261527,,2
14895903151,ผลิตพลังงานไฟฟ้าจากเชื้อเพลิงก๊าซธรรมชาติ ขนาดกำลังการผลิต 878.77 เมกะวัตต์,บางกรวย,35101,จรัญสนิทวงศ์,,,-40120014325565-,79,265,11130,นนทบุรี,2,เลขที่ 53,1944151.22,,12/11/1470,บางกรวย,3,59,265,3-88(2)-143/56นบ,โรงไฟฟ้าพระนครเหนือ ชุดที่ 2,,,20
,ผลิตพลังงานไฟฟ้าจากก๊าซชีวภาพจากขยะชุมชน ขนาดกำลังการผลิต 4.5 เมกะวัตต์,ไทรน้อย,346000000000,,03/08/1474,,-40120001925609-,30000000,266,,นนทบุรี,8,เลขที่ 59,10,,80000,คลองขวาง,ขยะชุมชน,0,266,3-88(2)-19/60นบ,บริษัท บุญ เอนเนอร์ซิส จำกัด,09/04/1477,1,339000000
244349819,ผลิตพลังงานไฟฟ้า,บางกรวย,35101,จรัญสนิทวงศ์,100.5097243,,-10120002825523-,0,267,11130,นนทบุรี,2,เลขที่ 53,1104081,02-4360248,07/10/1466,บางกรวย,3,0,267,3-88(2)-28/52นบ,โรงไฟฟ้าพระนครเหนือ,,13.81249186,0
,สีข้าวกำลังสีสูงสุดของร้านสีข้าว100เกวียน/วันขัดและคัดเมล็ดข้าว336ตัน/วัน,เมืองนนทบุรี,106000000000,นนทบุรี,23/03/1450,-,-10120000125181-,10000000,268,,นนทบุรี,6,เลขที่ 7,32,,23520,บางกระสอ,,35000000,268,3-9(1)-1/18นบ,บริษัท บางซื่อโรงสีไฟเจียเม้ง จำกัด,07/02/1432,1,6000000
,สีข้าว(กำลังสีสูงสุดของร้านสีข้าว180เกวียน/วัน) สีข้าวนึ่ง (กำลังสีสูงสุดของร้านสีข้าว150เกวียน/วัน) อบข้าวเปลือก (กำลังสีสูงสุดของร้านสีข้าว300เกวียน/วัน),ไทรน้อย,124000000000,,02/03/1450,,-10120000125306-,20000000,269,,นนทบุรี,7,เลขที่ 15,7,,12000,ขุนศรี,,0,269,3-9(1)-1/30นบ,ห้างหุ้นส่วนจำกัด โรงสีขุนศรี,06/03/1444,1,20000000
9500000,สีฝัดหรือขัดข้าวแลอบข้าวเปลือก,ไทรน้อย,10611,,100.3118167,ฤชุพันธ์,-10120000125405-,7,270,11150,นนทบุรี,3,เลขที่ 39/6,5619.92,9855258,02/05/1454,ราษฎร์นิยม,3,7,270,3-9(1)-1/40นบ,บริษัท โรงสีเจริญธัญญาทรัพย์ จำกัด,,14.10686667,0
,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 20 เกวียน/วัน,บางบัวทอง,3120000000000,,08/03/1450,,-10120001525157-,1500000,271,,นนทบุรี,5,เลขที่ 9,4,,4800,บางรักใหญ่,,0,271,3-9(1)-15/15นบ,โรงสีไฟตั้งซุ่นหลี,09/01/1429,1,0
,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 200 เกวียน/วัน,ไทรน้อย,124000000000,บางกรวย-ไทรน้อย,21/03/1451,-,-10120000225312-,20000000,272,,นนทบุรี,1,เลขที่ 29/3,6,,16000,คลองขวาง,,900000,272,3-9(1)-2/31นบ,ห้างหุ้นส่วนจำกัด โรงสีไฟไทยเจริญทวีกิจ,03/08/1445,1,15000000
432980000,คัดคุณภาพและแบ่งบรรจุข้าวนึ่ง,ปากเกร็ด,10611,ตัดใหม่,100.5367833,-,-10120000225338-,37,273,11120,นนทบุรี,3,เลขที่ 71,7427.03,02-5842298-9,16/03/1450,บ้านใหม่,3,32,273,3-9(1)-2/33นบ,บริษัท โอแลม (ประเทศไทย)จำกัด,,13.94576667,5
,สีข้าว กำลังสีสูงสุดของร้านสีข้าว 600 เกวียน/วัน,ไทรน้อย,124000000000,-,23/03/1450,-,-10120000425300-,1000000,274,,นนทบุรี,1,เลขที่ 55,12,,16728,ขุนศรี,,0,274,3-9(1)-4/30นบ,ห้างหุ้นส่วนจำกัด โรงสีศรีพัฒนาพาณิชย์,28/08/1444,1,5000000
