แรงม้า,GPS_lng,ตำบล,ประกอบกิจการ,พื้นที่อาคาร,คนงานรวม,เลขทะเบียนเดิม,ถนน,เลขที่,คนงานชาย,จังหวัด,โทรศัพท์,อนุญาต,ลำดับ,หมู่,พื้นที่โรงงาน,ซอย,ชื่อโรงงาน,ไปรษณีย์,TSIC,คนงานหญิง,_id,เริ่มดำเนินการ,FID,อำเภอ,สิ้นอายุ,GPS_lat,เงินทุนรวม
4726.96,100.5140833,ท่าทราย,ผลิตพัดลม ตู้เย็น เครื่องรับโทรทัศน์ หม้อหุงข้าวไฟฟ้า ฯลฯ,0,432,3-71-8/50นบ,ติวานนท์,เลขที่ 129/5,222,นนทบุรี,,2007-09-03T00:00:00,239,2,0,,บริษัท ไทยโตชิบาอุตสาหกรรม จำกัด,11000,27101,210,239,2007-05-07T00:00:00,-10120000825509-,เมืองนนทบุรี,2022-01-01T00:00:00,13.87971667,0
96.19,100.3723667,บางบัวทอง,ประกอบดอกลำโพง และเครื่องเสียง,1920,22,3-72-1/34นบ,บางบัวทอง-ไทรน้อย,เลขที่ 79/1,22,นนทบุรี,,1994-03-16T00:00:00,240,11,5200,,บริษัท เอสเอ็น อี เล็คทริค กรุ๊ป อินดัสเตรียล จำกัด,11110,26402,0,240,1991-03-12T00:00:00,-10120300125345-,บางบัวทอง,2024-01-01T00:00:00,13.9509,5300000
754.85,100.4363667,มหาสวัสดิ์,ประกอบ ดัดแปลง เปลี่ยนแปลงสภาพ รวมทั้งทำชิ้นส่วนพิเศษ หรืออุปกรณ์สำหรับรถยนต์ เช่น รถดับเพลิง รถกู้ภัย รถไฟฟ้าส่องสว่าง รถยนต์บรรทุกน้ำ รถยนต์บรรทุกขยะมูลฝอย รถกวาดถนนและดูดฝุ่น รถสูบสิ่งปฏิกูล รถสื่อสารดาวเทียม รถยนต์โดยสาร จำนวนตั้งแต่ 10 ที่นั่งขึ้นไป และรถยนต์อื่นๆ,4972,10,3-77(1)-1/32นบ,กรุงนนท์,เลขที่ 62/1,10,นนทบุรี,02-8799914,1995-01-23T00:00:00,241,2,9156,จงถนอม,บริษัท คราฟท์ จำกัด,11130,29109,0,241,1989-01-30T00:00:00,-10120700125325-,บางกรวย,2020-01-01T00:00:00,13.80206667,33000000
82.05,100.5048833,ท่าทราย,ทำเพลา สกรู ดุมล้อรถยนต์,122,15,3-77(2)-1/31นบ,ติวานนท์,เลขที่ 74/552,15,นนทบุรี,,1993-12-14T00:00:00,242,6,122,ทานสัมฤทธิ์,,11000,29309,0,242,1988-01-21T00:00:00,-10120500125319-,เมืองนนทบุรี,2025-01-01T00:00:00,13.88895,1000000
936.06,100.3842333,ละหาร,ผลิตและประกอบจานครัชรถยนต์,1080,66,3-77(2)-1/33นบ,บางบัวทอง-สุพรรณบุรี,เลขที่ 74/3,61,นนทบุรี,02-4181174,1993-02-04T00:00:00,243,7,35200,,บริษัท อรรถบูรณ์ จำกัด,11110,29309,5,243,1990-01-16T00:00:00,-10120300125337-,บางบัวทอง,2023-01-01T00:00:00,13.98473333,7000000
1087.16,100.3845167,ละหาร,ผลิตและประกอบจานคลัทช์รถยนต์,1040,25,3-77(2)-1/34นบ,บางบัวทอง-สุพรรณบุรี,เลขที่ 74/4,20,นนทบุรี,,1994-10-03T00:00:00,244,7,17928,,บริษัท วายซีเค (ประเทศไทย) จำกัด,11110,29309,5,244,1991-07-17T00:00:00,-10120400125344-,บางบัวทอง,2024-01-01T00:00:00,13.98451667,73884809
3185.7,100.30955,ไทรใหญ่,ผลิตชิ้นส่วนยานยนต์ ประเภทล้ออลูมิเนียม,4247,170,3-77(2)-1/45นบ,ทางหลวง 340 (สุพรรณบุรี),เลขที่ 111/2,130,นนทบุรี,02-9855701,2002-10-28T00:00:00,245,2,14636,,บริษัท สแตมฟอร์ด สปอร์ต วีลส์ จำกัด,11150,29309,40,245,2004-06-10T00:00:00,-10120300125451-,ไทรน้อย,2024-01-01T00:00:00,14.08755,307420000
1052.46,100.4063833,ละหาร,ผลิตและประกอบชิ้นส่วนตัวถังรถบรรทุก,9600,93,3-77(2)-2/32นบ,บางบัวทอง-สุพรรณบุรี,เลขที่ 40/4,53,นนทบุรี,9256464,1995-02-06T00:00:00,246,9,14300,-,บริษัท เอส.เอส.เอส.ออโตโมทีฟ อินดัสตรี จำกัด,11110,29309,40,246,1989-06-19T00:00:00,-10120400225326-,บางบัวทอง,2020-01-01T00:00:00,13.95576667,11300000
433.54,100.4778333,บางสีทอง,ผลิตอุปกรณ์รถยนต์ และเครื่องใช้จากพลาสติก,690,75,3-77(2)-2/34นบ,บางกรวย-บางบัวทอง,เลขที่ 99/3,28,นนทบุรี,02-2398660,1994-02-17T00:00:00,247,4,4800,,บริษัท เอส.ซี.ซี.อุตสาหกรรม จำกัด,11130,29309,47,247,1991-01-08T00:00:00,-10120200225344-,บางกรวย,2025-01-01T00:00:00,13.8287,13475300
1319.08,100.3090667,ไทรใหญ่,ผลิตวาล์วล้อรถทุกชนิด เช่น รถยนต์ รถจักรยานยนต์,5184,109,3-77(2)-2/48นบ,ฤชุพันธ์,เลขที่ 26/10,34,นนทบุรี,0 2526 5640,2005-01-14T00:00:00,248,4,27200,-,บริษัท ซันเชียน (ประเทศไทย) จำกัด,11150,29309,75,248,2005-10-10T00:00:00,-10120100225485-,ไทรน้อย,2020-01-01T00:00:00,14.13085,68000000
8128.06,100.30955,ไทรใหญ่,ผลิตชิ้นส่วนยานยนต์ ประเภทล้ออลูมิเนียม,9600,454,3-77(2)-48/48นบ,บางบัวทอง-สุพรรณบุรี,"เลขที่ 111/8,111/9",364,นนทบุรี,0-2985-5701,2005-10-27T00:00:00,249,2,15244,    -,บริษัท สแตมฟอร์ด สปอร์ต วีลส์ จำกัด,11150,29309,90,249,2009-12-14T00:00:00,-10120104825488-,ไทรน้อย,2024-01-01T00:00:00,14.08755,1384000000
579.13,100.2938667,ไทรใหญ่,ผลิตชิ้นส่วนอุปกรณ์รถจักรยานยนต์ รถยนต์,2700,24,3-78(2)-1/40นบ,ฤชุพันธ์,เลขที่ 64/9,17,นนทบุรี,8139991,1997-12-09T00:00:00,250,3,11400,,บริษัท เฮอร์เซงเอ็นเตอร์ไพรส์ (ประเทศไทย) จำกัด,11150,30912,7,250,1999-12-30T00:00:00,-10120500125400-,ไทรน้อย,2024-01-01T00:00:00,14.10888333,17000000
742.74,100.43515,ลำโพ,ผลิตน้ำผลไม้ และเครื่องดื่มที่ไม่มีแอลกอฮอล์,610,37,3-8(1)-1/46นบ,ทางหลวงหมายเลข 345,เลขที่ 29/6,20,นนทบุรี,0-2904-3150,2003-09-05T00:00:00,251,2,1035, -,บริษัท เคทูเจ มาร์เก็ตติ้ง จำกัด,11110,10302,17,251,2003-08-19T00:00:00,-10120000125462-,บางบัวทอง,2023-01-01T00:00:00,13.95161667,14285000
1849.23,100.40076,บางแม่นาง,"ทำเครื่องดื่มจากผลไม้บรรจุขวดปิดผนึก,น้ำอัดลมก",4440,24,3-8(1)-10/54นบ,สายบ้านบางไทร-บ้านคลองตาซ้อน,เลขที่ 9/9,17,นนทบุรี,02-1947167,2011-06-30T00:00:00,252,11,22024,-,บริษัท ซันชายเจริญ อินเตอร์ฟู๊ด จำกัด,11140,10302,7,252,2011-09-14T00:00:00,-10120001025547-,บางใหญ่,2021-01-01T00:00:00,13.86894,23000000
4272.47,100.4236848,ละหาร,ทำน้ำผลไม้ น้ำดื่มบรรจุภาชนะและปิดผนึก ทำขนมจากถั่วลิสงและแป้ง,960,80,3-8(1)-11/54นบ,กาญจนาภิเษก,เลขที่ 9/6,20,นนทบุรี,028813522-3,2011-01-07T00:00:00,253,5,17508,-,บริษัท ทวีผล 1976 จำกัด,11110,10302,60,253,2011-09-29T00:00:00,-10120001125545-,บางบัวทอง,2021-01-01T00:00:00,13.94945361,100000000
1192.9,100.348098,บางใหญ่,ทำอาหารจากผัก พืช ผลไม้บรรจุในภาชนะที่ผนึกและอากาศเข้าไม่ได้,2548,27,3-8(1)-14/55นบ,บางใหญ่-บางคูลัด (กันตนา),เลขที่ 55/5,8,นนทบุรี,02-9836000,2012-10-31T00:00:00,254,5,8043,เทศบาลบางใหญ่11,บริษัท ฉลอง จำกัด,11140,10302,19,254,,-10120001425556-,บางใหญ่,2018-01-01T00:00:00,13.832136,50000000
1099.08,100.3076,บ้านใหม่,"การถนอม พืช ผัก ผลไม้ โดยวิธีดอง, ผลิตเครื่องแกง, เครื่องแกงสำเร็จรูป เช่น เครื่องต้มยำ, เครื่องต้มข่า, เครื่องผัดไทยพร้อมปรุง, เครื่องประกอบอาหารต่างๆ , อาหารสำเร็จรูป และอาหารกึ่งสำเร็จรูป",6912,84,3-8(2)-2/67นบ,บางรักใหญ่-บ้านใหม่,เลขที่ 95/1,33,นนทบุรี,024497865-7,2024-02-03T00:00:00,255,7,65152,,บริษัท เพ็นต้า อิมเพ็กซ์ จำกัด,11140,10304,51,255,,-10120034025670-,บางใหญ่,,13.866434,286911846
592.48,100.4028167,ละหาร,"เจียรนัยเลนส์แว่นตา ได้ปีละ 1,080,000 แผ่น",11232,160,3-82-1/39นบ,บางบัวทอง-สุพรรณบุรี,เลขที่ 61/2,80,นนทบุรี,588-4653,1996-12-18T00:00:00,256,5,20800,,บริษัท อุตสาหกรรมแว่นตาไทย จำกัด,11110,26701,80,256,1997-03-11T00:00:00,-10120100125396-,บางบัวทอง,2022-01-01T00:00:00,13.96116667,89000000
9116.99,100.2904634,ไทรใหญ่,ผลิตเครื่องใช้ในการกีฬา เช่น ลูกเทนนิส,15033,342,3-86-5/54นบ,บางบัวทอง-สุพรรณบุรี,เลขที่ 19/9,122,นนทบุรี,,2011-03-08T00:00:00,257,6,29832,,บริษัท เอเชีย สปอร์ต จำกัด,11150,32309,220,257,2012-05-06T00:00:00,-10120000525547-,ไทรน้อย,2022-01-01T00:00:00,14.11784007,335000000
1513.11,100.3917167,ละหาร,ทำเครื่องประดับเทียม เช่น สร้อย เข็มกลัด หัวเข็มขัด,3166,211,3-87(3)-1/39นบ,บางบัวทอง-สุพรรณบุรี,เลขที่ 97/3,106,นนทบุรี,01-212-0322,1996-06-20T00:00:00,258,7,16184,,บริษัท เช็งฮวด แมนนูแฟคเจอริ่ง จำกัด,11110,32120,105,258,1995-03-31T00:00:00,-10120200125395-,บางบัวทอง,2020-01-01T00:00:00,13.97625,29000000
2538,100.2783626,ไทรใหญ่,โรงงานพลังงานแสงอาทิตย์ กำลังการผลิต 0.95 เมกะวัตต์,6042,2,3-88(1)-10/60นบ,,เลขที่ 20/9,2,นนทบุรี,,2017-06-29T00:00:00,259,8,24000,,บริษัท ซีอาร์ โซล่าร์ จำกัด,52160,35101,0,259,2017-08-25T00:00:00,-40120001025608-,ไทรน้อย,2022-01-01T00:00:00,14.06425244,65000000
2783.88,,ไทรใหญ่,"ผลิตพลังงานไฟฟ้าจากพลังงานแสงอาทิตย์ (แบบติดตั้งบนพื้นดินของบริษัท) ขนาดกำลังการผลิต 1,195.56 kWp",75,1,3-88(1)-10/65นบ,บางบัวทอง-สุพรรณบุรี,เลขที่ 111,1,นนทบุรี,23431200,2022-04-18T00:00:00,260,2,21600,,บริษัท บีแอลอี 101 (ประเทศไทย) จำกัด (ติดตั้งบนพื้นดินของบริษัท ไทยเอเชีย แปซิฟิค บริวเวอรี่ จำกัด),11150,35101,0,260,2022-02-06T00:00:00,-40120065325654-,ไทรน้อย,2027-01-01T00:00:00,,126000000
