ถนน,เลขที่,ซอย,ประเภท,เงินทุน,แรงม้า,_id,คนงาน,เลขทะเบียนโรงงาน,ลำดับ,ชื่อโรงงาน,ประกอบกิจการ,โทรศัพท์,ไปรษณีย์,ตำบล,อำเภอ,จังหวัด,หมู่
-,เลขที่ 12/32,-,101,"5,100,000",366,381,4,3-101-8/47สค,381,บริษัท อันดามันซูริมิ อินดัสทรีส์ จำกัด,"บำบัดน้ำเสียรวม ปริมาณการบำบัดน้ำเสียสูงสุด 1,850 ลูกบาศก์เมตรต่อวัน",0 3482 2958-9,74000,บางกระเจ้า,เมืองสมุทรสาคร,สมุทรสาคร,3
กาญจนาภิเษก,เลขที่ 33,,106,"27,500,000",481,382,14,3-106-8/60ปท,382,บริษัท ทีซีเอช รีไซเคิล จำกัด,บดย่อยชิ้นส่วนอิเล็กทรอนิกส์และเครื่องใช้ไฟฟ้า รีไซเคิลหลอดฟลูออเรสเซนต์ รวมทั้งเก็บรวบรวมแบตเตอรี่โดยไม่มีการแปรสภาพ นำน้ำมันหล่อลื่นที่ใช้แล้วและสารทำละลายมาผ่านกรรมวิธีทางอุตสาหกรรมเพื่อผลิตเป็นเชื้อเพลิงทดแทน และทำเชื้อเพลิงผสม,,12140,คลองพระอุดม,ลาดหลุมแก้ว,ปทุมธานี,3
พระราม2,เลขที่ 63/2,,101,"50,000,000",23,383,2,จ3-101-1/41สค,383,บริษัท ลัคกี้แคนเนอรี่ จำกัด,บำบัดน้ำเสียรวม,,74000,บางกระเจ้า,เมืองสมุทรสาคร,สมุทรสาคร,6
เทพารักษ์,เลขที่ 118/7,บางปลา 34,105,"160,000,000",490,384,30,3-105-62/59สป,384,บริษัท ส.เทพกิจ กรุ๊ป จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,10540,บางปลา,บางพลี,สมุทรปราการ,9
ธรรมคุณากร,เลขที่ 80,,101,"11,250,000",516.48,385,10,3-101-1/39สค,385,บริษัท ซีรอเยล อาหารทะเล จำกัด,"ปรับคุณภาพน้ำเสียปริมาณ1,500ลูกบาศก์เมตร/วัน",423961-4,74000,บางหญ้าแพรก,เมืองสมุทรสาคร,สมุทรสาคร,1
,เลขที่ 26/3,,106,"6,000,000",72.06,386,6,3-106-20/59ปท,386,บริษัท ออร์กานิก ไซเคิล จำกัด,ผลิตปุ๋ยอินทรีย์จากกากตะกอนชีวภาพจากอุตสาหกรรมกระดาษ อาหาร และเกษตรแปรรูป,"018-8749859, 02-1945753",12140,คลองพระอุดม,ลาดหลุมแก้ว,ปทุมธานี,4
,เลขที่ 88/24,,105,"13,000,000",383,387,12,3-105-77/61สป,387,บริษัท เอส.พี.ซี รีไซเคิล จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,10540,บางปลา,บางพลี,สมุทรปราการ,12
เพชรเกษม 91,เลขที่ 62/8,ศรทอง,101,"27,000,000",115.5,388,3,3-101-4/47สค,388,บริษัท จี.เอ็ม. เท็กซ์ไทล์ พริ้นติ้ง แอนด์ ไดอิ้ง จำกัด,ระบบบำบัดน้ำเสียรวม,0 2420 3855,74130,อ้อมน้อย,กระทุ่มแบน,สมุทรสาคร,3
-,เลขที่ 72/6,-,105,"25,000,000",240,389,18,3-105-78/59สป,389,บริษัท เยี่ยนหัว พลาสติก จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,10540,บางปลา,บางพลี,สมุทรปราการ,12
,เลขที่ โฉนดเลขที่ 42750,,106,"29,000,000",360,390,6,3-106-27/59ปท,390,บริษัท สยาม ลูป ออยล์ จำกัด,นำน้ำมันพืชที่ไม่ใช้แล้วมากรองแยกสิ่งปนเปื้อนเพื่อใช้เป็นวัตถุดิบสำหรับอุตสาหกรรม ทำเชื้อเพลิงทดแทน ทำน้ำมันเอนกประสงค์ การบดย่อยเครื่องใช้ไฟฟ้าและชิ้นส่วนอุปกรณ์อิเล็กทรอนิกส์ที่ไม่ใช้แล้ว คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,02-9761008,12140,คลองพระอุดม,ลาดหลุมแก้ว,ปทุมธานี,6
-,เลขที่ 7/33,-,106,"2,000,000",10.5,391,9,3-106-21/54ปท,391,บริษัท เอเซียพลัสแมททีเรียล จำกัด,ทำไบโอดีเซลจากน้ำมันพืชที่ใช้แล้ว,"081-8248422,02-997-3322",12150,ลาดสวาย,ลำลูกกา,ปทุมธานี,5
,เลขที่ 88/96,,105,"13,000,000",498,392,12,3-105-79/61สป,392,บริษัท ชางฟู่ จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,,10540,บางปลา,บางพลี,สมุทรปราการ,12
พระราม2(กม.71),เลขที่ 69/5,,101,"18,000,000",45.25,393,2,3-101-2/39สส,393,บริษัท ไทยลักซ์ เอ็นเตอร์ไพรส์ จำกัด(มหาชน),บำบัดน้ำเสียรวม,(034)715800,75000,บางขันแตก,เมืองสมุทรสงคราม,สมุทรสงคราม,5
,เลขที่ 55/21,,106,"10,000,000",66,394,6,3-106-31/57ปท,394,บริษัท ดับเบิ้ลยูเอ็น แอสโซซิเอท จำกัด,บดย่อยตะกรันสังกะสี ทองเหลือง ทองแดง ที่ไม่เป็นของเสียอันตรายเพื่อจำหน่ายหรือส่งออก,,12150,บึงคำพร้อย,ลำลูกกา,ปทุมธานี,4
วิธานวิถี,เลขที่ 208/1,,101,"1,500,000",134,395,2,3-101-1/39สส,395,บริษัท สหชัย ซีฟู้ด จำกัด,ปรับคุณภาพของเสียรวม,,75000,บางจะเกร็ง,เมืองสมุทรสงคราม,สมุทรสงคราม,1
เทพารักษ์,เลขที่ 143/353,-,105,"6,600,000",221.5,396,16,3-105-97/47สป,396,บริษัท บริลเลียนท์ เมททอล กรุ๊ป จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541),0 2752 4034-36,10540,บางปลา,บางพลี,สมุทรปราการ,10
,เลขที่ 88/9,,105,"16,857,000",498,397,12,3-105-97/60สป,397,บริษัท ดี-พลัส พอลิเมอร์ จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,0 2707 8377-8,10540,บางปลา,บางพลี,สมุทรปราการ,12
