ประกอบกิจการ,คนงานหญิง,หมู่,ถนน,TSIC,เงินทุนรวม,เลขทะเบียนเดิม,โทรศัพท์,FID,factype,GPS_lng,_id,ลำดับ,แรงม้า,อนุญาต,ชื่อโรงงาน,ตำบล,GPS_lat,ซอย,อำเภอ,เลขที่,คนงานชาย,สิ้นอายุ,จังหวัด,คนงานรวม,ไปรษณีย์
สีข้าว ได้ 400 เกวียน/วัน,65000000,1,ปทุมธานี-บางเลน,124000000000,,3-9(1)-90/47นบ,,-10120009025473-,,15/11/1461,276,276,25,28540,ห้างหุ้นส่วนจำกัด โรงสีศรีพรกิจวัฒนา,ขุนศรี,01/10/1461,วัดยอดพระพิมล,ไทรน้อย,เลขที่ 79,16000000,1,นนทบุรี,10000000,
"ทำแป้งถั่วเขียว, วุ้นเส้น",4000000,6,ตลิ่งชัน-สุพรรณบุรี,126000000000,,3-9(2)-1/29นบ,,-10120000125298-,,12/05/1443,277,277,3,37755,บริษัท ซี.ที.บี เวิลด์เทรด (ไทยแลนด์) จำกัด,ไทรน้อย,16/03/1452,หลัก กม.ที่ 50,ไทรน้อย,เลขที่ 16/1,10000000,1,นนทบุรี,3000000,
ทำเฉาก๊วย,1000000,,,124000000000,,3-9(4)-1/40นบ,,-10120100125404-,,20/09/1454,278,278,8,1188,ห้างหุ้นส่วนจำกัด บางกอกเกาลูน,ตลาดขวัญ,04/03/1454,เรวดี7,เมืองนนทบุรี,เลขที่ 70,0,1,นนทบุรี,0,
ผลิตอาหารสำเร็จรูป,55,8,บางบัวทอง-สุพรรณบุรี,10615,100000000,3-9(4)-8/47นบ,02-9255050,-10120000825475-,3,100.3891833,279,279,8335.8,20/10/1461,บริษัท สมาร์ท เชฟ ซินดิเคท จำกัด,ละหาร,13.9766,-,บางบัวทอง,เลขที่ 52/15,5,,นนทบุรี,60,11110
ผลิตน้ำประปา,1,1,ตลิ่งชัน-สุพรรณบุรี,36002,2641152396,3-90-1/42นบ,02-8314422,-10120200125429-,3,,280,280,27468.8,11/10/1456,โรงงานผลิตนำมหาสวัสดิ์,ปลายบาง,100.4106167,,บางกรวย,เลขที่ 169,41,13.80561667,นนทบุรี,42,11130
ทำห้องเย็นเก็บพืชผักผลไม้(ขนาดความจุ1059ตัน),16800000,2,บางกรวย-ไทรน้อย,126000000000,,3-92-1/30นบ,,-10120700125309-,,26/10/1444,281,281,6,16000,บริษัท เอส.อาร์.เอ็นเตอร์ไพรส์ จำกัด,ไทรน้อย,26/10/1444,,ไทรน้อย,เลขที่ 55/3,1000000,1,นนทบุรี,1000000,
ห้องเย็นเก็บรักษาอาหารสำเร็จรูป เช่น นม ไส้กรอก แซนด์วิช พิซซ่า ผัก ผลไม้ ฯลฯ,140958292,7,ตลิ่งชัน-สุพรรณบุรี,108000000000,,3-92-1/46นบ,,-10120700125465-,,16/05/1460,282,282,235,34852,บริษัท ซีพี ออลล์ จำกัด (มหาชน),ละหาร,06/03/1460,,บางบัวทอง,เลขที่ 148/1,111250000,1,นนทบุรี,0,
ห้องเย็นเก็บสัตว์น้ำ เนื้อสัตว์และตัดแต่งวัตถุดิบ,34,4,บ้านกล้วย-ไทรน้อย,52101,42000000,3-92-10/58นบ,02-9031853,-10120001025588-,3,,283,283,783,16/04/1472,บริษัท พี ซี ฟู้ดส์ เซ็นเตอร์ จำกัด,พิมลราช,100.410266,,บางบัวทอง,เลขที่ 77,76,13.875322,นนทบุรี,110,11110
"ห้องเย็นเก็บเนื้อ/สัตว์น้ำ และตัดแต่งแปรรูปวัตถุดิบเนื้อสัตว์,สัตว์น้ำ",20,4,บ้านกล้วย-ไทรน้อย,52101,71000000,3-92-21/59นบ,02-5926140,-10120002125593-,3,,284,284,895,17/05/1473,บริษัท พีซี ฟรี โซน จำกัด,พิมลราช,100.3934181,,บางบัวทอง,"เลขที่ โฉนดที่ดินเลขที่ 46780,89542",20,13.91921038,นนทบุรี,40,11140
ซ่อมรถยนต์,100000,6,ประชาราษฎร์,106000000000,,3-95(1)-2/23นบ,,-10120000225239-,,06/10/1437,285,285,11,800,บริษัท โตโยต้านนทบุรีผู้จำหน่ายโตโยต้า จำกัด,ตลาดขวัญ,13/10/1451,,เมืองนนทบุรี,เลขที่ 22/1,0,1,นนทบุรี,1000000,
ซ่อมรถยนต์และเครื่องยนต์,1500000,,ติวานนท์,126000000000,,3-95(1)-2/33นบ,,-10120100225337-,,03/09/1447,286,286,22,4716,บริษัท เอชซีเอ็น ฮอนด้า ออโตโมบิล จำกัด,บางกระสอ,03/09/1447,ภักดีกุล,เมืองนนทบุรี,เลขที่ 109,0,1,นนทบุรี,500000,
ซ่อมรถยนต์,2000000,,รัตนาธิเบศก์,106000000000,,3-95(1)-2/34นบ,,-10120300225343-,,30/05/1448,287,287,25,5248,บริษัท โตโยต้านนทบุรี ผู้จำหน่ายโตโยต้า จำกัด,บางกระสอ,22/12/1450,,เมืองนนทบุรี,เลขที่ 245,4000000,1,นนทบุรี,4000000,
เคาะ พ่นสีรถยนต์,4700000,,แจ้งวัฒนะ,126000000000,,3-95(1)-4/33นบ,,-10120100425333-,,02/11/1447,288,288,55,2875,บริษัท ที เอส แอล ออโต้ คอร์ปอเรชั่น จำกัด,คลองเกลือ,23/03/1450,,ปากเกร็ด,เลขที่ 78/9,40000000,1,นนทบุรี,10000000,
ปะยาง ต้ังศูนย์ และถ่วงล้อรถยนต์,500000,6,ติวานนท์,1100000000000,,3-95(1)-5/29นบ,,-10120000525299-,,17/09/1443,289,289,6,200,ป.พัฒนกิจ,ท่าทราย,17/11/1451,,เมืองนนทบุรี,เลขที่ 42/118-123,400000,1,นนทบุรี,200000,
ซักผ้า,15000000,5,,106000000000,,3-98-15/60นบ,,-10120001525603-,,25/12/1474,290,290,18,124536,บริษัท เพรสซิเด้นท์ นิทติ้ง แอนด์ การ์เม้นท์ จำกัด,คลองขวาง,28/09/1474,,ไทรน้อย,เลขที่ 2/4,0,1,นนทบุรี,5000000,
ซัก รีด เสือผ้า,90000000,4,บางกรวย-จงถนอม,106000000000,,3-98-4/54นบ,,-10120000425540-,,18/07/1468,291,291,100,9056,บริษัท ไอ คลีน ลอนดรี้ จำกัด,มหาสวัสดิ์,24/06/1468,อุดมลาภ,บางกรวย,เลขที่ 88/8-9,44000000,1,นนทบุรี,10000000,
ผลิตสายเคเบิ้ลใยแก้วนำแสง,6000000,1,-,206000000000,,null,,-20120000125676-,,18/11/1481,292,292,4,3200,บริษัท วอลล์ เทเลคอม (ไทยแลนด์) จำกัด,ราษฎร์นิยม,-,-,ไทรน้อย,เลขที่ 88,3000000,1,นนทบุรี,4000000,
ทำขนมปัง ขนมปังกรอบ หรือขนมอบแห้ง,6,7,,10711,11500000,จ2-10(1)-1/64นบ,,-20120020925642-,2,100.359122,293,293,66.32,12/01/1478,-,บางคูรัด,13.882625,,บางบัวทอง,เลขที่ 25/1,4,,นนทบุรี,10,11110
ผลิต นำเข้าและจัดจำหน่ายขนมอบ เค้ก เบเกอรี่ ทั้งแบบแช่แข็งและแบบสำเร็จรูปพร้อมบริโภค,11,4,,10711,5550000,จ2-10(1)-7/68นบ,,-20120107525687-,2,,294,294,68.76,30/06/1482,บริษัท ออฟ มาย เบค จำกัด,บ้านใหม่,,,บางใหญ่,เลขที่ 33/8,6,,นนทบุรี,17,11140
ผลิตไอศกรีม,5,3,-,10503,36500000,จ2-12(11)-1/66นบ,20428167,-20120074725666-,2,100.395218,295,295,70,11/05/1480,บริษัท เนเจอร์ ซีเล็คชั่น จำกัด,อ้อมเกร็ด,13.907708,-,ปากเกร็ด,เลขที่ 17/1,13,,นนทบุรี,18,11120
คั่ว บด ป่น กาแฟ และทำกาแฟผง,2,5,,10761,4800000,จ2-12(2)-1/64นบ,02-1906024-5,-20120036925644-,2,100.414602,296,296,74.8,13/01/1478,บริษัท คอฟฟี่บูม จำกัด,ละหาร,13.956165,,บางบัวทอง,เลขที่ 95,4,,นนทบุรี,6,11110
คั่วกาแฟ,0,2,ปลายบาง,10761,6000000,จ2-12(2)-8/64นบ,02-4246050,-20120230425649-,2,100.434419,297,297,60,23/03/1478,สยามกาแฟ,มหาสวัสดิ์,13.801902,,บางกรวย,เลขที่ 77/6,3,,นนทบุรี,3,11130
ผลิตเครื่องแกงสำเร็จรูป,3,3,เทอดพระเกียรติ,10771,5000000,จ2-13(8)-1/64นบ,883-8688-9,-20120028525642-,2,100.4767593,298,298,58.2,12/01/1478,บริษัท แม่เกตุ อุตสาหกรรม อาหารไทย จำกัด,วัดชลอ,13.80031327,,บางกรวย,เลขที่ 63/9,2,,นนทบุรี,5,11130
ตัดเย็บเสื้อผ้าสำเร็จรูป,50,4,เทอดพระเกียรติ,14111,11000000,จ2-28(1)-15/64นบ,8837980,-20120028825646-,2,100.476053,299,299,32.32,12/01/1478,ห้างหุ้นส่วนจำกัด อีแอ่น กรุ๊ป,วัดชลอ,13.797223,-,บางกรวย,เลขที่ 7/22,10,,นนทบุรี,60,11130
ผลิตบรรจุภัณฑ์จากกระดาษทุกชนิด,10,7,345,17020,14200000,จ2-39-39/68นบ,,-20120146225687-,2,,300,300,68.5,04/09/1482,บริษัท วงศ์สินบางแคอบไม้ จำกัด,คลองข่อย,,สหกรณ์การเกษตรปากเกร็ด,ปากเกร็ด,เลขที่ 25/7,10,,นนทบุรี,20,11120
ตัดแต่ง บด และผสมเครื่องปรุงเนื้อสัตว์,6,7,,10139,38200000,จ2-4(6)-7/64นบ,876684624,-20120220525648-,2,100.454333,301,301,70.29,18/03/1478,บริษัท สหนนท์ อินเตอร์ ฟู้ดส์ จำกัด,คลองข่อย,13.95638,,ปากเกร็ด,เลขที่ 10/14,8,,นนทบุรี,14,11120
