ถนน,เลขที่,ซอย,แรงม้า,เงินทุนรวม,_id,คนงาน,เลขทะเบียนโรงงาน,ลำดับ,ชื่อโรงงาน,ประกอบกิจการ,โทรศัพท์,ไปรษณีย์,ตำบล,อำเภอ,จังหวัด,หมู่
,เลขที่ 32/8,,99,8000000,391,15,จ3-105-202/51ปท,391,บริษัท โกลบัล ไวด์ เวสท์ จำกัด,คัดแยกสิ่งปฏิกูลที่ไม่ใช้แล้ว ที่ไม่เป็นอันตราย เช่น เศษทองเหลือง เศษทองแดง เศษเหล็ก เศษพลาสติก เศษกระดาษ ฯลฯ,,12160,ท้ายเกาะ,สามโคก,ปทุมธานี,4
,เลขที่ 18/8,,170,3000000,392,10,จ3-105-207/51ปท,392,ภูมิศรี รีไซเคิล,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย เช่น เหล็ก ทองแดง อลูมิเนียม กระดาษ พลาสติก เป็นต้น หรืออัดเศษกระดาษ โลหะ โม่ บดย่อยพลาสติก,,12120,คลองสอง,คลองหลวง,ปทุมธานี,14
เลียบคลองหก,เลขที่ ,,132,26000000,393,16,จ3-105-209/51ปท,393,บริษัท กานต์กมล จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นของเสียอันตราย เช่น พลาสติก  กระดาษ โลหะ อัดเศษกระดาษ เศษพลาสติก บด ย่อยพลาสติก,,12150,บึงคำพร้อย,ลำลูกกา,ปทุมธานี,7
,เลขที่ 55/11,,98,5000000,394,6,จ3-105-220/50ปท,394,ร้าน ป.ไพศาล,คัดแยกสิ่งปฏิกูลที่ไม่ใช้แล้วที่ไม่อันตราย เช่น เหล็ก กระดาษ ทองแดง อลูมิเนียม พลาสติก เป็นต้น อัดกระดาษ และบอย่อยพลาสติก,,12150,ลาดสวาย,ลำลูกกา,ปทุมธานี,11
ลำลูกกา,เลขที่ 23/5,,94,11000000,395,10,จ3-105-226/50ปท,395,นางเนตรหทัย สุขศึกพ่าย,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นอันตราย เช่นเหล็ก ทองแดง ทองเหลือง พลาสติก กระดาษ สแตนเลส เป็นต้น หรือการโม่ บด ย่อยพลาสติก หรืออัดกระดาษ,081-7706750,12150,บึงทองหลาง,ลำลูกกา,ปทุมธานี,18
,เลขที่ 65/6,บงกช 6,0,3520000,396,10,จ3-105-228/50ปท,396,ห้างหุ้นส่วนจำกัด ก.ธนาทิพย์,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว,08-5802-2955,12120,คลองหนึ่ง,คลองหลวง,ปทุมธานี,19
,เลขที่ 73/4,,126.68,3800000,397,6,จ3-105-26/51ปท,397,บริษัท อี พี เอส พลาสติกไทย จำกัด,คัด แยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นอันตราย เช่นพลาสติก กระดาษ ทองแดง สแตนเลส โฟม เหล็ก หรือโลหะต่างๆ หรือการอัดกระดาษ โม่ บดย่อยพลาสติกหรือโฟม,,12160,ท้ายเกาะ,สามโคก,ปทุมธานี,3
ติวานนท์,เลขที่ 138,สวนอุตสาหกรรมบางกะดี,0,5504000,398,8,จ3-105-35/50ปท,398,บริษัท คันไซ เคมิคัล(ประเทศไทย) จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นของเสียอันตราย,,12000,บางกะดี,เมืองปทุมธานี,ปทุมธานี,5
เลียบถนนคลองเปรม,เลขที่ 20/13,,130,4300000,399,10,จ3-105-49/51ปท,399,บริษัท สุรีรัตน์ รีไซเคิล จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วจากโรงงานอุตสาหกรรม ที่ไม่เป็นอันตราย บดย่อย ทำเม็ดพลาสติกเกรด B อัดเศษโลหะ กระดาษ ซ่อมดัดแปลงเครื่องใช้ไฟฟ้าและอุปกรณ์อิเลคทรอนิกส์,,12160,บ้านปทุม,สามโคก,ปทุมธานี,2
ปทุมธานี-สามโคก,เลขที่ 92,,100,1900000,400,16,จ3-105-5/51ปท,400,บริษัท โชเอะ คันเกียว (ประเทศไทย) จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นอันตราย เช่น กระดาษ พลาสติก เหล็ก ทองแดง อลูมิเนียม เป็นต้น และบดพลาสติก,02-9772978,12160,สามโคก,สามโคก,ปทุมธานี,1
เอราวัณ 1,เลขที่ 18/6,เอราวัณ 22,60,3000000,401,7,จ3-105-55/52ปท,401,บริษัท เจพี สตีล จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นอันตรายและอัดกระดาษ,,12120,คลองสอง,คลองหลวง,ปทุมธานี,14
พหลโยธิน,เลขที่ 1141,บิ๊กแลนด์ แฟคตอรี่,60,7600000,402,4,จ3-105-64/51ปท,402,บริษัท สยาม คาวาชิม่า จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นอันตราย และบดพลาสติก,,12120,คลองหนึ่ง,คลองหลวง,ปทุมธานี,13
กรุงเทพ-ปทุมธานี,เลขที่ 88,สุวิมล,45,7500000,403,12,จ3-105-68/50ปท,403,บริษั ชั่งเซ้ง เอ็นเตอร์ไพร์ส จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นของเสียอันตราย,,12000,บางหลวง,เมืองปทุมธานี,ปทุมธานี,2
,เลขที่ 21/22,พงษ์พรรณ,190,13700000,404,12,จ3-105-8/52ปท,404,นายพิสิษฐุ์ ศุทธาพิสิษฐุ์,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย บดพลาสติก อัดโลหะ,,12120,คลองสอง,คลองหลวง,ปทุมธานี,2
